schema_version,experiment_id,scenario_label,attack_source_host,notes,window_start,window_end,dpid,port,interval_seconds,rx_packets_delta,tx_packets_delta,rx_bytes_delta,tx_bytes_delta,rx_pps,tx_pps,rx_bytes_per_sec,tx_bytes_per_sec,last_protocol,last_dst_port,last_source_ip
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.423919,1788717556.4244423,1,4294967294,2.000523328781128,0,0,0,0,0.0,0.0,0.0,0.0,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.423919,1788717556.4244423,1,4,2.000523328781128,7,8,575,1348,3.499084414209224,3.9989536162391133,287.42479116718624,673.8236843362906,1,0,10.0.0.1
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.423919,1788717556.4244423,1,1,2.000523328781128,2,2,120,120,0.9997384040597783,0.9997384040597783,59.9843042435867,59.9843042435867,1,0,10.0.0.2
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.423919,1788717556.4244423,1,5,2.000523328781128,6,9,1228,695,2.999215212179335,4.498822818269002,613.8393800927039,347.409095410773,1,0,10.0.0.100
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.423919,1788717556.4244423,1,2,2.000523328781128,2,2,120,120,0.9997384040597783,0.9997384040597783,59.9843042435867,59.9843042435867,1,0,10.0.0.3
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.423919,1788717556.4244423,1,3,2.000523328781128,3,2,180,120,1.4996076060896675,0.9997384040597783,89.97645636538005,59.9843042435867,1,0,10.0.0.4
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.4824615,1788717556.452113,4,4294967294,1.969651460647583,0,0,0,0,0.0,0.0,0.0,0.0,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.4824615,1788717556.452113,4,4,1.969651460647583,0,2,0,120,0.0,1.0154080759762638,0.0,60.92448455857583,1,0,10.0.0.4
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.4824615,1788717556.452113,4,1,1.969651460647583,2,3,120,180,1.0154080759762638,1.5231121139643957,60.92448455857583,91.38672683786375,1,0,10.0.0.1
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.4824615,1788717556.452113,4,2,1.969651460647583,2,3,120,180,1.0154080759762638,1.5231121139643957,60.92448455857583,91.38672683786375,1,0,10.0.0.2
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.4824615,1788717556.452113,4,3,1.969651460647583,2,3,120,180,1.0154080759762638,1.5231121139643957,60.92448455857583,91.38672683786375,1,0,10.0.0.3
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.445367,1788717556.4720912,3,4294967294,2.026724100112915,0,0,0,0,0.0,0.0,0.0,0.0,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.445367,1788717556.4720912,3,4,2.026724100112915,0,2,0,120,0.0,0.9868141400640441,0.0,59.20884840384265,1,0,10.0.0.3
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.445367,1788717556.4720912,3,1,2.026724100112915,2,2,120,120,0.9868141400640441,0.9868141400640441,59.20884840384265,59.20884840384265,1,0,10.0.0.1
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.445367,1788717556.4720912,3,2,2.026724100112915,3,2,180,120,1.4802212100960663,0.9868141400640441,88.81327260576397,59.20884840384265,1,0,10.0.0.2
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.445367,1788717556.4720912,3,3,2.026724100112915,3,2,180,120,1.4802212100960663,0.9868141400640441,88.81327260576397,59.20884840384265,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.46399,1788717556.4954576,2,4294967294,2.0314676761627197,0,0,0,0,0.0,0.0,0.0,0.0,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.46399,1788717556.4954576,2,1,2.0314676761627197,2,2,120,120,0.9845098809437325,0.9845098809437325,59.070592856623946,59.070592856623946,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.46399,1788717556.4954576,2,4,2.0314676761627197,0,2,0,120,0.0,0.9845098809437325,0.0,59.070592856623946,1,0,10.0.0.2
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.46399,1788717556.4954576,2,2,2.0314676761627197,2,3,120,180,0.9845098809437325,1.4767648214155986,59.070592856623946,88.60588928493591,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717554.46399,1788717556.4954576,2,3,2.0314676761627197,3,2,180,120,1.4767648214155986,0.9845098809437325,88.60588928493591,59.070592856623946,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4244423,1788717558.4255815,1,4294967294,2.0011391639709473,0,0,0,0,0.0,0.0,0.0,0.0,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4244423,1788717558.4255815,1,4,2.0011391639709473,14,16,1150,2716,6.996015195774387,7.995445938027871,574.6726767957532,1357.226947980231,1,0,10.0.0.1
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4244423,1788717558.4255815,1,1,2.0011391639709473,3,3,190,190,1.4991461133802257,1.4991461133802257,94.94592051408097,94.94592051408097,1,0,10.0.0.2
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4244423,1788717558.4255815,1,5,2.0011391639709473,12,18,2456,1410,5.996584453520903,8.994876680281354,1227.300951487278,704.5986732887061,1,0,10.0.0.100
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4244423,1788717558.4255815,1,2,2.0011391639709473,3,3,190,190,1.4991461133802257,1.4991461133802257,94.94592051408097,94.94592051408097,1,0,10.0.0.3
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4244423,1788717558.4255815,1,3,2.0011391639709473,2,5,120,320,0.9994307422534838,2.4985768556337096,59.96584453520903,159.9089187605574,1,0,10.0.0.4
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4720912,1788717558.9629889,3,4294967294,2.4908976554870605,0,0,0,0,0.0,0.0,0.0,0.0,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4720912,1788717558.9629889,3,4,2.4908976554870605,0,4,0,260,0.0,1.6058467882807717,0.0,104.38004123825016,1,0,10.0.0.3
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4720912,1788717558.9629889,3,1,2.4908976554870605,3,3,190,190,1.2043850912105787,1.2043850912105787,76.27772244333664,76.27772244333664,1,0,10.0.0.1
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4720912,1788717558.9629889,3,2,2.4908976554870605,3,2,190,120,1.2043850912105787,0.8029233941403858,76.27772244333664,48.17540364842315,1,0,10.0.0.2
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4720912,1788717558.9629889,3,3,2.4908976554870605,2,3,120,180,0.8029233941403858,1.2043850912105787,48.17540364842315,72.26310547263472,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4954576,1788717559.3827653,2,4294967294,2.887307643890381,0,0,0,0,0.0,0.0,0.0,0.0,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4954576,1788717559.3827653,2,1,2.887307643890381,3,3,190,190,1.0390302558676348,1.0390302558676348,65.80524953828353,65.80524953828353,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4954576,1788717559.3827653,2,4,2.887307643890381,0,5,0,330,0.0,1.7317170931127246,0.0,114.29332814543982,1,0,10.0.0.2
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4954576,1788717559.3827653,2,2,2.887307643890381,2,3,120,190,0.6926868372450898,1.0390302558676348,41.56121023470539,65.80524953828353,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.4954576,1788717559.3827653,2,3,2.887307643890381,3,2,190,120,1.0390302558676348,0.6926868372450898,65.80524953828353,41.56121023470539,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.452113,1788717559.3994079,4,4294967294,2.9472949504852295,0,0,0,0,0.0,0.0,0.0,0.0,,,
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.452113,1788717559.3994079,4,4,2.9472949504852295,0,5,0,320,0.0,1.6964708602295886,0.0,108.57413505469367,1,0,10.0.0.4
sdn_window_v1,BENIGN_R01,BENIGN,none,phase=ACTIVE; Phase2H_pilot_multirun,1788717556.452113,1788717559.3994079,4,1,2.9472949504852295,5,2,320,120,1.6964708602295886,0.6785883440918354,108.57413505469367,40.715300645510126,1,0,10.0.0.1
